Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
2023,2024-01-29,"WAS 118, SAS 113",8.5,87.7,14.2,B. Coulibaly: +32.3%,J. Sochan: -6.6%
2023,2024-01-29,"MIN 107, OKC 101",7.9,91.1,2.0,S. Gilgeous-Alexander: +28.4%,C. Holmgren: -21.2%
2023,2024-01-29,"SAC 103, MEM 94",7.9,88.4,3.6,K. Huerter: +22.8%,K. Murray: -16.9%
2023,2024-01-29,"MIL 107, DEN 113",7.2,86.7,3.0,J. Murray: +39.8%,K. Middleton: -12.2%
2023,2024-01-29,"NOP 112, BOS 118",6.7,79.8,9.3,D. White: +32.5%,C. McCollum: -6.2%
2023,2024-01-29,"LAC 108, CLE 118",6.7,82.3,2.2,N. Powell: +16.2%,P. George: -9.5%
2023,2024-01-29,"UTA 114, BKN 147",3.9,53.3,1.2,M. Bridges: +17.7%,C. Sexton: -8.6%
2023,2024-01-29,"PHI 104, POR 130",3.8,60.7,2.0,D. Ayton: +15.4%,N. Batum: -4.7%
2023,2024-01-29,"NYK 113, CHA 92",3.8,63.3,1.4,J. Brunson: +17.5%,P. Washington: -15.3%
2023,2024-01-29,"PHX 118, MIA 105",3.4,54.5,1.6,J. Butler: +12.4%,B. Adebayo: -12.7%
2023,2024-01-29,"LAL 119, HOU 135",2.9,44.4,1.1,C. Whitmore: +13.0%,A. Thompson: -7.7%
2023,2024-01-30,"TOR 118, CHI 107",6.7,79.0,6.0,J. Nwora: +29.0%,S. Barnes: -14.6%
2023,2024-01-30,"IND 124, BOS 129",6.5,72.5,1.2,J. Tatum: +21.3%,K. Porzi??is: -15.3%
2023,2024-01-30,"PHI 107, GSW 119",6.1,78.8,2.1,A. Wiggins: +27.2%,J. Embiid: -23.7%
2023,2024-01-30,"UTA 103, NYK 118",4.3,64.3,1.9,D. DiVincenzo: +17.1%,J. Collins: -8.1%
2023,2024-01-30,"LAL 122, ATL 138",4.2,58.6,1.5,S. Bey: +12.3%,L. James: -5.3%
2023,2024-01-31,"MIL 116, POR 119",8.6,89.5,1.9,J. Grant: +21.3%,D. Lillard: -18.9%
2023,2024-01-31,"DET 121, CLE 128",8.1,89.9,3.5,D. Mitchell: +47.2%,M. Strus: -12.3%
2023,2024-01-31,"DEN 100, OKC 105",7.6,81.9,3.5,C. Holmgren: +29.6%,J. Giddey: -22.7%
2023,2024-01-31,"CHI 117, CHA 110",6.6,81.6,3.4,M. Bridges: +36.0%,C. Martin: -15.1%
2023,2024-01-31,"SAC 106, MIA 115",5.8,74.3,1.4,J. Butler: +28.9%,H. Barnes: -16.4%
2023,2024-01-31,"NOP 110, HOU 99",4.9,69.7,1.1,J. Green: +15.5%,J. Smith Jr.: -9.7%
2023,2024-01-31,"PHX 136, BKN 120",4.9,68.9,1.6,K. Durant: +17.1%,L. Walker IV: -5.4%
2023,2024-01-31,"DAL 87, MIN 121",4.5,68.5,1.6,K. Towns: +25.2%,D. Powell: -11.7%
2023,2024-01-31,"ORL 108, SAS 98",4.5,66.1,2.7,D. Vassell: +11.8%,J. Champagnie: -9.3%
2023,2024-01-31,"LAC 125, WAS 109",3.8,53.9,1.2,A. Coffey: +13.4%,T. Jones: -10.8%
2023,2024-02-01,"PHI 127, UTA 124",9.8,91.2,5.3,T. Maxey: +61.7%,O. Agbaji: -10.2%
2023,2024-02-01,"IND 105, NYK 109",8.9,81.7,5.3,J. Smith: +41.1%,P. Achiuwa: -21.7%
2023,2024-02-01,"CLE 108, MEM 101",8.4,89.7,4.0,S. Aldama: +23.7%,D. Roddy: -25.2%
2023,2024-02-01,"LAL 114, BOS 105",5.5,67.2,1.3,A. Reaves: +32.1%,J. Brown: -12.4%
2023,2024-02-02,"NOP 114, SAS 113",11.1,92.8,7.2,Z. Williamson: +68.1%,V. Wembanyama: -23.4%
2023,2024-02-02,"ORL 108, MIN 106",8.2,85.4,5.8,R. Gobert: +18.4%,M. Conley: -26.5%
2023,2024-02-02,"PHX 120, ATL 129",7.4,86.1,1.7,B. Bogdanovi?: +28.3%,E. Gordon: -5.7%
2023,2024-02-02,"MIA 110, WAS 102",5.7,71.9,3.0,J. Butler: +22.1%,J. Poole: -10.9%
2023,2024-02-02,"POR 108, DEN 120",5.6,77.1,1.1,P. Watson: +19.7%,J. Murray: -10.2%
2023,2024-02-02,"LAC 136, DET 125",5.6,73.2,2.9,K. Leonard: +32.2%,J. Harden: -12.7%
2023,2024-02-02,"GSW 121, MEM 101",5.2,69.7,1.4,J. Kuminga: +18.4%,J. Konchar: -11.0%
2023,2024-02-02,"SAC 133, IND 122",5.1,64.9,1.5,T. Lyles: +16.6%,J. Walker: -6.2%
2023,2024-02-02,"TOR 106, HOU 135",2.3,40.6,1.2,A. Thompson: +10.4%,B. Brown: -6.7%
2023,2024-02-02,"CHA 106, OKC 126",1.8,30.5,1.0,S. Gilgeous-Alexander: +7.4%,P. Washington: -13.3%
2023,2024-02-03,"GSW 134, ATL 141",11.5,90.2,6.8,S. Curry: +101.1%,D. Green: -25.5%
2023,2024-02-03,"LAL 113, NYK 105",7.0,86.2,3.6,A. Reaves: +22.1%,J. Brunson: -8.6%
2023,2024-02-03,"MIL 129, DAL 117",6.3,70.4,21.7,G. Antetokounmpo: +59.0%,G. Williams: -23.3%
2023,2024-02-03,"SAC 123, CHI 115",4.8,56.1,1.4,D. Fox: +35.4%,A. Caruso: -8.6%
2023,2024-02-03,"CLE 117, SAS 101",3.3,48.5,1.1,E. Mobley: +23.0%,J. Sochan: -7.1%
2023,2024-02-03,"BKN 136, PHI 121",2.3,37.6,1.0,M. Bridges: +11.6%,S. Dinwiddie: -3.7%
2023,2024-02-04,"TOR 127, OKC 135",11.7,74.3,44.7,L. Dort: +45.6%,R. Barrett: -15.2%
2023,2024-02-04,"MIL 108, UTA 123",6.4,71.3,19.5,B. Portis: +23.9%,D. Lillard: -14.7%
2023,2024-02-04,"ORL 111, DET 99",6.3,83.5,2.0,F. Wagner: +46.6%,C. Anthony: -9.8%
2023,2024-02-04,"LAC 103, MIA 95",6.0,78.4,2.2,K. Leonard: +16.5%,R. Westbrook: -14.0%
2023,2024-02-04,"POR 103, DEN 112",5.8,78.9,4.5,D. Ayton: +22.8%,S. Henderson: -15.1%
2023,2024-02-04,"HOU 90, MIN 111",4.0,58.9,1.4,A. Edwards: +7.6%,J. Green: -15.7%
2023,2024-02-04,"IND 115, CHA 99",3.8,58.6,1.0,T. Haliburton: +15.4%,M. Bridges: -6.4%
2023,2024-02-04,"MEM 91, BOS 131",3.2,50.7,1.0,J. Tatum: +18.3%,G. Jackson: -11.9%
2023,2024-02-04,"PHX 140, WAS 112",2.4,41.6,1.0,B. Beal: +24.3%,C. Kispert: -4.9%
2023,2024-02-05,"LAC 149, ATL 144",8.8,85.2,2.3,K. Leonard: +50.7%,J. Johnson: -11.9%
2023,2024-02-05,"GSW 109, BKN 98",7.0,82.7,2.7,R. O'Neale: +14.8%,C. Thomas: -19.8%
2023,2024-02-05,"DAL 118, PHI 102",5.9,78.0,3.1,K. Irving: +23.7%,T. Hardaway Jr.: -12.7%
2023,2024-02-05,"LAL 124, CHA 118",4.5,58.7,1.5,L. James: +15.8%,N. Smith Jr.: -6.9%
2023,2024-02-05,"SAC 110, CLE 136",4.1,57.3,1.1,D. Mitchell: +20.4%,G. Niang: -4.6%
2023,2024-02-05,"TOR 100, NOP 138",2.2,37.1,1.1,B. Ingram: +21.2%,D. Schröder: -4.3%
2023,2024-02-06,"OKC 117, UTA 124",8.6,88.4,6.6,J. Williams: +30.1%,J. Clarkson: -16.7%
2023,2024-02-06,"MIN 123, CHI 129",8.5,68.4,26.8,D. DeRozan: +38.4%,A. Caruso: -19.6%
2023,2024-02-06,"HOU 129, IND 132",6.7,76.8,3.4,T. McConnell: +20.8%,A. Thompson: -12.2%
2023,2024-02-06,"MIL 106, PHX 114",5.9,76.3,2.2,D. Booker: +23.9%,A. Green: -7.4%
2023,2024-02-06,"DAL 119, BKN 107",4.2,56.8,1.1,K. Irving: +23.7%,C. Thomas: -6.8%
2023,2024-02-06,"ORL 95, MIA 121",3.9,58.4,1.0,W. Carter Jr.: +12.4%,F. Wagner: -17.9%
2023,2024-02-06,"MEM 113, NYK 123",2.4,35.3,1.0,D. DiVincenzo: +12.9%,V. Williams Jr.: -3.6%
2023,2024-02-07,"TOR 123, CHA 117",8.0,81.8,11.1,M. Bridges: +45.4%,P. Washington: -17.1%
2023,2024-02-07,"CLE 114, WAS 106",7.6,89.6,2.7,D. Mitchell: +27.4%,E. Omoruyi: -16.4%
2023,2024-02-07,"DET 133, SAC 120",6.9,84.0,2.4,J. Ivey: +40.8%,D. Fox: -10.4%
2023,2024-02-07,"ATL 117, BOS 125",6.4,81.0,1.6,D. White: +20.8%,T. Young: -19.0%
2023,2024-02-07,"SAS 104, MIA 116",6.0,77.8,1.8,T. Herro: +20.0%,T. Rozier: -12.1%
2023,2024-02-07,"NOP 117, LAC 106",5.3,67.3,1.1,M. Plumlee: +12.3%,P. George: -22.9%
2023,2024-02-07,"GSW 127, PHI 104",3.7,56.8,2.4,K. Martin: +10.1%,T. Maxey: -11.1%
2023,2024-02-08,"DET 128, POR 122",7.8,62.5,72.0,J. Grant: +28.7%,M. Thybulle: -17.8%
2023,2024-02-08,"DEN 114, LAL 106",7.8,85.3,1.0,J. Murray: +26.5%,S. Mays: -8.3%
2023,2024-02-08,"CHI 118, MEM 110",7.4,84.3,4.0,A. Drummond: +32.6%,T. Jemison: -12.0%
2023,2024-02-08,"DAL 122, NYK 108",4.5,63.3,1.0,L. Don?i?: +16.6%,M. McBride: -11.2%
2023,2024-02-08,"UTA 115, PHX 129",4.2,54.2,1.0,E. Gordon: +17.9%,T. Hendricks: -3.9%
2023,2024-02-08,"GSW 131, IND 109",4.0,58.3,1.0,S. Curry: +33.4%,T. Haliburton: -12.9%
2023,2024-02-08,"MIN 129, MIL 105",3.5,58.6,1.3,R. Gobert: +14.6%,M. Beasley: -19.8%
2023,2024-02-08,"SAS 111, ORL 127",3.4,56.5,1.0,F. Wagner: +18.9%,K. Johnson: -5.4%
2023,2024-02-08,"CLE 118, BKN 95",3.1,49.9,1.0,D. Wade: +11.0%,N. Claxton: -9.9%
2023,2024-02-09,"WAS 129, BOS 133",6.2,78.9,2.9,C. Kispert: +20.4%,D. White: -14.9%
2023,2024-02-09,"NOP 122, LAL 139",5.5,71.2,1.4,D. Russell: +25.8%,S. Mays: -5.1%
2023,2024-02-09,"HOU 104, TOR 107",5.1,62.0,1.4,R. Barrett: +19.7%,A. Thompson: -12.1%
2023,2024-02-09,"ATL 127, PHI 121",4.3,53.8,1.0,T. Young: +17.2%,K. Oubre Jr.: -6.5%
2023,2024-02-09,"DEN 106, SAC 135",4.3,60.2,2.1,M. Monk: +13.2%,P. Watson: -7.1%
2023,2024-02-09,"CHA 84, MIL 120",2.2,38.5,1.1,M. Beasley: +8.3%,C. Martin: -7.7%
2023,2024-02-10,"PHX 112, GSW 113",10.4,95.6,11.4,S. Curry: +89.2%,K. Durant: -16.8%
2023,2024-02-10,"CHI 108, ORL 114",9.9,84.7,7.6,F. Wagner: +34.5%,C. White: -19.7%
2023,2024-02-10,"DET 106, LAC 112",6.8,80.9,6.8,P. George: +28.3%,C. Cunningham: -12.7%
2023,2024-02-10,"PHI 119, WAS 113",6.7,77.5,1.5,T. Jones: +16.0%,T. Harris: -17.0%
2023,2024-02-10,"HOU 113, ATL 122",6.5,69.8,3.1,D. Murray: +34.5%,J. Smith Jr.: -15.8%
2023,2024-02-10,"NOP 93, POR 84",5.8,85.6,1.3,T. Murphy III: +25.0%,B. Ingram: -24.1%
2023,2024-02-10,"MEM 106, CHA 115",5.8,75.8,1.7,G. Jackson: +13.2%,V. Williams Jr.: -12.1%
2023,2024-02-10,"IND 125, NYK 111",4.9,73.0,1.4,M. Turner: +18.0%,B. Mathurin: -14.9%
2023,2024-02-10,"SAS 103, BKN 123",4.2,60.8,1.2,C. Thomas: +14.0%,D. Vassell: -8.2%
2023,2024-02-10,"OKC 111, DAL 146",3.5,50.0,1.0,L. Don?i?: +18.7%,L. Dort: -7.4%
2023,2024-02-10,"CLE 119, TOR 95",2.9,45.2,1.4,E. Mobley: +8.7%,R. Barrett: -6.8%
2023,2024-02-11,"BOS 110, MIA 106",7.3,78.9,1.2,J. Holiday: +22.4%,H. Highsmith: -9.8%
2023,2024-02-11,"SAC 113, OKC 127",4.5,62.4,1.2,J. Williams: +20.2%,K. Huerter: -7.9%
2023,2024-02-12,"NYK 103, HOU 105",8.9,83.5,1.7,A. Holiday: +61.4%,A. Burks: -13.7%
2023,2024-02-12,"PHI 123, CLE 121",8.2,87.1,1.9,B. Hield: +29.0%,G. Niang: -10.2%
2023,2024-02-12,"WAS 104, DAL 112",8.1,84.9,11.5,L. Don?i?: +15.1%,T. Hardaway Jr.: -17.0%
2023,2024-02-12,"CHI 136, ATL 126",7.4,83.0,3.8,B. Bogdanovi?: +36.1%,D. Murray: -19.8%
2023,2024-02-12,"IND 102, CHA 111",6.7,89.2,2.2,S. Curry: +30.5%,T. Haliburton: -11.4%
2023,2024-02-12,"GSW 129, UTA 107",5.2,66.8,1.2,D. Green: +15.6%,K. George: -9.1%
2023,2024-02-12,"MIN 121, LAC 100",4.4,69.1,1.4,K. Towns: +14.9%,I. Zubac: -5.7%
2023,2024-02-12,"NOP 96, MEM 87",4.2,61.0,2.0,J. Alvarado: +7.1%,Y. Watanabe: -9.0%
2023,2024-02-12,"SAS 122, TOR 99",3.1,44.3,1.1,D. Vassell: +16.9%,S. Barnes: -14.4%
2023,2024-02-12,"DEN 95, MIL 112",2.9,45.7,1.2,G. Antetokounmpo: +21.9%,J. Murray: -7.5%
2023,2024-02-13,"SAC 125, PHX 130",9.3,86.3,4.4,D. Sabonis: +40.8%,M. Monk: -10.9%
2023,2024-02-13,"MIN 121, POR 109",6.3,76.3,1.6,N. Alexander-Walker: +31.2%,J. McDaniels: -12.8%
2023,2024-02-13,"OKC 127, ORL 113",4.6,64.9,2.2,J. Williams: +13.7%,F. Wagner: -13.3%
2023,2024-02-13,"BOS 118, BKN 110",4.3,60.9,1.1,J. Tatum: +25.8%,D. Smith Jr.: -7.3%
2023,2024-02-13,"DET 111, LAL 125",3.2,45.5,1.1,R. Hachimura: +10.0%,M. Sasser: -14.1%
2023,2024-02-13,"MIA 123, MIL 97",3.2,48.2,1.0,N. Jovi?: +22.1%,P. Beverley: -5.5%
2023,2024-02-14,"IND 127, TOR 125",10.5,91.8,4.0,P. Siakam: +27.7%,R. Barrett: -24.6%
2023,2024-02-14,"CHI 105, CLE 108",8.7,89.4,5.9,C. White: +32.4%,N. Vu?evi?: -19.4%
2023,2024-02-14,"LAC 130, GSW 125",7.9,77.6,19.4,N. Powell: +51.1%,B. Boston Jr.: -7.2%
2023,2024-02-14,"WAS 126, NOP 133",7.7,80.3,2.4,Z. Williamson: +37.3%,B. Coulibaly: -10.1%
2023,2024-02-14,"SAC 102, DEN 98",7.6,79.3,9.8,D. Fox: +21.2%,J. Holiday: -18.7%
2023,2024-02-14,"MIA 109, PHI 104",7.5,90.2,2.2,D. Robinson: +20.3%,C. Payne: -8.5%
2023,2024-02-14,"HOU 113, MEM 121",7.1,73.1,1.4,J. Jackson Jr.: +17.8%,J. Smith Jr.: -16.7%
2023,2024-02-14,"LAL 138, UTA 122",5.2,72.6,1.7,R. Hachimura: +24.0%,W. Kessler: -5.8%
2023,2024-02-14,"ATL 99, CHA 122",4.8,67.8,1.2,D. Hunter: +16.8%,T. Young: -11.3%
2023,2024-02-14,"NYK 100, ORL 118",4.1,62.5,2.9,P. Banchero: +25.1%,J. Hart: -10.1%
2023,2024-02-14,"SAS 93, DAL 116",3.5,58.1,3.2,K. Irving: +24.5%,K. Johnson: -9.5%
2023,2024-02-14,"DET 100, PHX 116",2.4,37.0,1.1,B. Bol: +5.1%,C. Cunningham: -10.2%
2023,2024-02-14,"BKN 86, BOS 136",1.4,30.3,1.0,K. Porzi??is: +9.0%,C. Thomas: -6.7%
2023,2024-02-15,"MIL 110, MEM 113",8.1,86.7,2.2,G. Antetokounmpo: +40.1%,D. Lillard: -25.9%
2023,2024-02-15,"GSW 140, UTA 137",6.9,63.6,2.3,D. Green: +19.4%,L. Markkanen: -29.4%
2023,2024-02-15,"MIN 128, POR 91",2.8,40.8,1.1,K. Towns: +15.2%,A. Simons: -9.2%
2023,2024-02-22,"SAS 122, SAC 127",8.8,89.1,5.3,D. Vassell: +37.4%,B. Wesley: -5.6%
2023,2024-02-22,"CHA 115, UTA 107",8.0,87.1,4.1,G. Williams: +28.3%,V. Mici?: -17.1%
2023,2024-02-22,"PHX 113, DAL 123",6.1,75.2,2.9,K. Irving: +20.8%,J. Nurki?: -8.6%
2023,2024-02-22,"ORL 116, CLE 109",5.9,78.1,1.4,M. Wagner: +24.7%,C. LeVert: -13.6%
2023,2024-02-22,"LAC 107, OKC 129",5.0,70.5,1.8,L. Dort: +15.6%,R. Westbrook: -15.7%
2023,2024-02-22,"LAL 110, GSW 128",4.8,65.2,1.5,S. Curry: +22.6%,K. Thompson: -7.8%
2023,2024-02-22,"BOS 129, CHI 112",4.6,67.4,1.5,D. White: +18.0%,C. White: -7.9%
2023,2024-02-22,"BKN 93, TOR 121",4.4,63.7,1.1,I. Quickley: +18.0%,D. Schröder: -9.6%
2023,2024-02-22,"NYK 110, PHI 96",4.2,53.9,1.1,B. Bogdanovi?: +14.5%,J. Brunson: -6.9%
2023,2024-02-22,"HOU 105, NOP 127",3.6,51.8,1.2,J. Valan?i?nas: +13.8%,F. VanVleet: -8.7%
2023,2024-02-22,"WAS 110, DEN 130",2.8,41.0,1.0,M. Porter Jr.: +8.6%,D. Avdija: -9.1%
2023,2024-02-22,"DET 115, IND 129",2.7,41.2,1.1,T. McConnell: +10.7%,B. Mathurin: -4.8%
2023,2024-02-23,"PHX 110, HOU 114",9.7,79.4,3.8,B. Bol: +49.4%,E. Gordon: -16.4%
2023,2024-02-23,"LAC 101, MEM 95",9.3,94.7,2.6,T. Mann: +20.3%,A. Coffey: -21.3%
2023,2024-02-23,"TOR 123, ATL 121",8.6,87.1,1.8,O. Agbaji: +24.2%,T. Young: -18.0%
2023,2024-02-23,"MIA 106, NOP 95",7.4,82.1,1.4,H. Highsmith: +14.4%,Z. Williamson: -10.9%
2023,2024-02-23,"CLE 97, PHI 104",7.2,85.9,1.6,G. Niang: +16.4%,C. LeVert: -21.5%
2023,2024-02-23,"MIL 112, MIN 107",6.2,77.3,2.2,G. Antetokounmpo: +23.6%,J. Crowder: -12.7%
2023,2024-02-23,"SAS 118, LAL 123",5.5,68.7,1.6,A. Davis: +19.7%,D. Vassell: -11.1%
2023,2024-02-23,"DEN 127, POR 112",3.8,55.2,1.4,M. Porter Jr.: +19.7%,J. Walker: -7.2%
2023,2024-02-23,"CHA 84, GSW 97",3.4,53.6,1.0,B. Podziemski: +7.0%,V. Mici?: -11.6%
2023,2024-02-23,"WAS 106, OKC 147",3.1,45.8,1.2,C. Kispert: +13.1%,K. Kuzma: -5.4%
2023,2024-02-24,"ORL 112, DET 109",8.4,86.5,1.6,J. Isaac: +25.5%,J. Ivey: -29.3%
2023,2024-02-24,"BKN 86, MIN 101",7.1,87.0,2.2,K. Towns: +19.4%,N. Reid: -19.6%
2023,2024-02-24,"BOS 116, NYK 102",4.5,65.9,1.4,J. Brown: +21.8%,D. DiVincenzo: -8.9%
2023,2024-02-25,"CHI 114, NOP 106",8.3,85.8,7.2,D. DeRozan: +25.6%,B. Ingram: -19.4%
2023,2024-02-25,"CLE 114, WAS 105",6.8,82.3,4.1,J. Poole: +32.3%,M. Bagley III: -10.7%
2023,2024-02-25,"OKC 123, HOU 110",6.4,76.6,5.4,C. Holmgren: +27.0%,A. Sengun: -23.1%
2023,2024-02-25,"DEN 119, GSW 103",6.2,77.9,5.3,K. Caldwell-Pope: +11.8%,D. Green: -15.9%
2023,2024-02-25,"DAL 111, IND 133",6.0,77.3,1.6,M. Turner: +21.3%,P. Washington: -16.7%
2023,2024-02-25,"LAL 113, PHX 123",5.8,72.0,1.2,G. Allen: +25.2%,S. Dinwiddie: -5.7%
2023,2024-02-25,"SAC 123, LAC 107",5.5,74.3,1.4,D. Fox: +15.8%,K. Leonard: -9.7%
2023,2024-02-25,"ORL 92, ATL 109",5.5,76.2,2.1,J. Johnson: +15.4%,A. Black: -9.9%
2023,2024-02-25,"CHA 93, POR 80",4.7,63.1,1.2,V. Mici?: +18.6%,A. Simons: -20.3%
2023,2024-02-25,"MIL 119, PHI 98",3.6,54.4,1.1,M. Beasley: +11.7%,K. Oubre Jr.: -9.8%
2023,2024-02-25,"SAS 109, UTA 128",3.1,43.3,1.3,L. Markkanen: +10.8%,K. George: -7.1%
2023,2024-02-26,"DET 111, NYK 113",10.2,86.9,6.6,J. Hart: +56.7%,C. Cunningham: -16.4%
2023,2024-02-26,"TOR 130, IND 122",7.5,83.8,1.5,B. Mathurin: +39.9%,T. Haliburton: -12.0%
2023,2024-02-26,"MIA 121, SAC 110",5.8,75.0,2.6,J. Jaquez Jr.: +20.4%,D. Robinson: -17.8%
2023,2024-02-26,"BKN 111, MEM 86",2.2,36.6,1.0,N. Claxton: +6.2%,J. Jackson Jr.: -6.6%
2023,2024-02-27,"DAL 119, CLE 121",9.9,89.8,42.1,M. Strus: +105.1%,D. Garland: -21.5%
2023,2024-02-27,"DET 105, CHI 95",7.1,82.9,3.5,S. Fontecchio: +31.6%,C. White: -15.7%
2023,2024-02-27,"MIA 106, POR 96",6.5,81.0,4.7,J. Butler: +27.0%,K. Murray: -17.8%
2023,2024-02-27,"PHI 99, BOS 117",5.6,75.4,1.7,T. Maxey: +15.6%,P. Reed: -8.7%
2023,2024-02-27,"HOU 95, OKC 112",5.5,72.4,1.7,S. Gilgeous-Alexander: +15.1%,F. VanVleet: -13.4%
2023,2024-02-27,"NOP 115, NYK 92",5.2,72.5,1.3,H. Jones: +12.6%,A. Burks: -9.4%
2023,2024-02-27,"GSW 123, WAS 112",4.9,64.8,2.2,K. Thompson: +13.4%,J. Poole: -17.3%
2023,2024-02-27,"UTA 97, ATL 124",4.5,59.6,1.0,W. Kessler: +8.8%,J. Collins: -15.2%
2023,2024-02-27,"SAS 105, MIN 114",3.3,49.1,1.5,N. Reid: +13.7%,K. Johnson: -10.5%
2023,2024-02-27,"BKN 81, ORL 108",2.5,44.6,1.2,F. Wagner: +9.9%,M. Bridges: -12.4%
2023,2024-02-27,"CHA 85, MIL 123",1.7,33.9,1.5,B. Portis: +9.7%,G. Williams: -6.0%
2023,2024-02-28,"CLE 123, CHI 132",12.6,81.3,24.5,D. DeRozan: +21.0%,C. White: -40.8%
2023,2024-02-28,"MEM 101, MIN 110",7.3,87.2,5.0,A. Edwards: +22.1%,V. Williams Jr.: -18.5%
2023,2024-02-28,"LAL 116, LAC 112",6.2,70.1,115.3,L. James: +20.9%,T. Prince: -6.2%
2023,2024-02-28,"NOP 114, IND 123",5.9,70.1,1.0,T. Haliburton: +16.0%,N. Marshall: -13.3%
2023,2024-02-28,"DAL 136, TOR 125",5.8,73.4,1.8,K. Irving: +13.7%,S. Barnes: -7.1%
2023,2024-02-28,"SAC 96, DEN 117",3.4,54.7,4.3,J. Murray: +19.8%,K. Huerter: -10.4%
2023,2024-02-29,"WAS 131, LAL 134",11.0,92.5,6.2,A. Davis: +47.9%,D. Russell: -10.4%
2023,2024-02-29,"UTA 107, ORL 115",8.3,90.2,1.6,J. Suggs: +33.3%,J. Clarkson: -19.1%
2023,2024-02-29,"OKC 118, SAS 132",7.3,87.0,1.7,J. Sochan: +30.3%,J. Giddey: -7.0%
2023,2024-02-29,"GSW 110, NYK 99",5.8,65.6,1.0,J. Kuminga: +18.4%,B. Bogdanovi?: -12.6%
2023,2024-02-29,"MIA 97, DEN 103",5.3,69.2,1.0,M. Porter Jr.: +17.8%,J. Jaquez Jr.: -14.1%
2023,2024-02-29,"HOU 105, PHX 110",5.2,56.5,1.0,D. Booker: +22.4%,C. Whitmore: -11.4%
2023,2024-02-29,"ATL 97, BKN 124",3.5,55.0,1.0,C. Johnson: +28.0%,B. Bogdanovi?: -7.2%
2023,2024-02-29,"MIL 111, CHA 99",3.0,51.5,1.0,G. Antetokounmpo: +18.8%,M. Bridges: -6.6%
2023,2024-03-01,"SAC 124, MIN 120",11.7,90.3,2.6,M. Monk: +69.1%,K. Towns: -18.1%
2023,2024-03-01,"CHA 114, PHI 121",7.1,82.8,3.1,T. Harris: +44.2%,M. Bamba: -7.2%
2023,2024-03-01,"GSW 120, TOR 105",6.2,75.0,2.0,J. Kuminga: +16.6%,I. Quickley: -16.1%
2023,2024-03-01,"DAL 110, BOS 138",4.7,68.1,1.2,J. Brown: +17.2%,J. Green: -5.1%
2023,2024-03-01,"POR 122, MEM 92",4.5,63.2,1.5,L. Stevens: +13.5%,S. Aldama: -11.7%
2023,2024-03-01,"MIL 113, CHI 97",4.3,61.9,1.0,G. Antetokounmpo: +29.3%,D. Lillard: -5.2%
2023,2024-03-01,"WAS 115, LAC 140",3.1,47.7,1.5,J. Harden: +24.5%,T. Jones: -9.1%
2023,2024-03-01,"CLE 110, DET 100",3.1,44.7,1.0,E. Mobley: +7.2%,S. Fontecchio: -11.3%
2023,2024-03-01,"IND 102, NOP 129",1.9,29.3,1.2,T. Murphy III: +13.7%,J. Walker: -5.9%
2023,2024-03-02,"POR 107, MEM 100",8.3,69.3,95.2,J. Walker: +26.3%,Z. Williams: -14.8%
2023,2024-03-02,"UTA 120, MIA 126",7.9,90.7,4.3,J. Butler: +36.5%,H. Highsmith: -7.3%
2023,2024-03-02,"DEN 124, LAL 114",7.4,89.4,3.7,M. Porter Jr.: +38.0%,C. Braun: -7.7%
2023,2024-03-02,"HOU 118, PHX 109",6.2,67.9,1.1,R. O'Neale: +25.2%,G. Allen: -19.6%
2023,2024-03-02,"ATL 102, BKN 114",5.6,72.8,2.9,M. Bridges: +22.8%,D. Murray: -10.6%
2023,2024-03-03,"LAC 89, MIN 88",8.7,93.2,3.8,N. Powell: +39.8%,K. Towns: -29.9%
2023,2024-03-03,"CHA 106, TOR 111",7.7,80.7,2.0,I. Quickley: +27.7%,V. Mici?: -16.6%
2023,2024-03-03,"NYK 107, CLE 98",6.7,81.5,1.4,S. Merrill: +26.2%,G. Niang: -12.6%
2023,2024-03-03,"IND 105, SAS 117",6.3,78.4,1.4,V. Wembanyama: +36.1%,T. Haliburton: -16.6%
2023,2024-03-03,"OKC 118, PHX 110",6.2,71.0,3.5,S. Gilgeous-Alexander: +19.3%,K. Durant: -14.6%
2023,2024-03-03,"PHI 120, DAL 116",4.9,65.1,2.1,T. Harris: +20.9%,T. Hardaway Jr.: -9.5%
2023,2024-03-03,"DET 91, ORL 113",3.1,54.0,1.2,W. Carter Jr.: +15.8%,M. Sasser: -6.9%
2023,2024-03-03,"GSW 88, BOS 140",1.5,28.8,1.1,J. Brown: +9.0%,S. Curry: -8.8%
2023,2024-03-04,"WAS 115, UTA 127",8.1,87.2,5.5,C. Sexton: +34.1%,D. Avdija: -23.1%
2023,2024-03-04,"MEM 106, BKN 102",7.8,86.9,1.7,L. Kennard: +22.7%,M. Bridges: -20.8%
2023,2024-03-04,"LAC 106, MIL 113",6.9,75.4,11.6,J. Harden: +34.1%,N. Powell: -12.2%
2023,2024-03-04,"CHI 113, SAC 109",6.9,69.6,59.2,C. White: +41.3%,D. Fox: -29.1%
2023,2024-03-04,"POR 114, MIN 119",5.7,73.2,1.5,R. Gobert: +28.6%,D. Banton: -14.2%
2023,2024-03-04,"OKC 104, LAL 116",4.5,65.7,2.3,L. Dort: +15.2%,R. Hachimura: -6.9%
